Country,Country_Code,1/1/1970,1/1/1971,1/1/1972,1/1/1973,1/1/1974,1/1/1975,1/1/1976,1/1/1977,1/1/1978,1/1/1979,1/1/1980,1/1/1981,1/1/1982,1/1/1983,1/1/1984,1/1/1985,1/1/1986,1/1/1987,1/1/1988,1/1/1989,1/1/1990,1/1/1991,1/1/1992,1/1/1993,1/1/1994,1/1/1995,1/1/1996,1/1/1997,1/1/1998,1/1/1999,1/1/2000,1/1/2001,1/1/2002,1/1/2003,1/1/2004,1/1/2005,1/1/2006,1/1/2007,1/1/2008,1/1/2009,1/1/2010,1/1/2011,1/1/2012,1/1/2013,1/1/2014,1/1/2015,1/1/2016,1/1/2017,1/1/2018
Kosovo,XKX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1915.320297,2430.307471,2411.633474,2554.118223,2619.057693,2775.186195,2876.952967,3061.876219,3117.647744,3203.957029,3283.483451,3397.88592,3465.8745,3548.004763,3595.923942,3784.736548,3907.557147,4040.436287,4161.323853
Kuwait,KWT,,,,,,,,,,,,,,,,,,,,,,,,,,41801.2581,41512.49676,40464.85063,39178.00432,36101.07626,36068.1398,35145.6174,35633.80625,41331.38052,44759.06973,47987.45871,49344.51943,49578.49719,47900.4422,41907.01075,38577.38166,39939.93185,40287.40841,38698.87254,37158.7342,35969.34931,35887.1002,33359.44423,33112.13041
Kyrgyz Republic,KGZ,,,,,,,,,,,,,,,,,931.4579972,944.0643941,1049.984831,1056.952112,1095.932628,993.509725,845.7096066,714.76283,571.4039968,535.0439646,564.5314541,611.5212859,614.9898486,628.0693228,654.3123118,682.624142,676.2696342,716.2642508,757.3744283,747.5656166,762.5201161,819.8062973,880.2788201,894.8179586,880.0377751,921.1770391,904.1523495,983.0000747,1002.01558,1019.876971,1042.280328,1070.368943,1087.204062
Lao PDR,LAO,,,,,,,,,,,,,,,422.9592419,432.1621775,440.574746,421.9129998,401.5781662,445.4870496,462.0016272,468.5640345,481.3042645,496.5658366,523.936683,547.9743214,573.5478138,600.9322346,613.3243933,646.7287373,672.8753883,700.2783306,730.4292713,763.1587752,799.4119048,842.9118834,900.7808533,953.092092,1010.390665,1068.168511,1140.599205,1213.184693,1290.837748,1373.814438,1456.467655,1538.851169,1621.738558,1706.793233,1785.576798
Latvia,LVA,,,,,,,,,,,,,,,,,,,,,,,,,5159.351499,5139.302492,5329.849262,5864.462117,6296.839789,6527.819679,6959.830088,7495.811036,8123.040941,8893.868291,9741.469728,10905.23754,12314.10016,13657.86492,13340.28685,11631.33691,11344.69337,12279.27468,12946.51988,13390.56776,13776.14963,14342.25455,14730.66697,15424.65532,16268.95322
Lebanon,LBN,,,,,,,,,,,,,,,,,,,4310.661071,2442.736044,3006.401122,4310.50974,4767.121295,5003.811889,5159.475964,5297.595257,5761.123855,5745.899609,5899.929205,5783.972027,5716.658851,5715.694806,5641.093672,5549.56082,5665.171926,5660.589782,5683.133835,6204.096878,6781.606811,7388.587361,7756.744069,7452.834806,7190.737946,6909.993955,6649.213772,6400.579067,6330.423607,6271.219323,6249.766655
Lesotho,LSO,349.4390892,359.042518,350.1706711,432.2849831,467.9724278,394.2181534,425.7710396,503.8459803,578.858621,578.4804307,546.8240048,535.6183998,544.6414418,541.1737278,556.9560324,557.8481984,570.6848239,562.3533472,597.7698066,618.9153893,642.0074207,671.4456519,702.1386099,710.8479473,737.5352025,746.8509466,774.0996497,789.0013134,789.3132536,784.3476078,809.5057241,837.1278633,845.6427145,889.2317555,909.8744302,946.0459526,989.1244609,1038.50299,1108.377775,1130.547707,1199.951766,1274.269059,1341.94718,1361.732905,1389.875532,1416.839726,1451.178913,1407.004209,1411.676497
Liberia,LBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.3123593,609.6771791,617.811266,424.2318628,427.2111831,438.247567,457.6992121,482.1249527,495.6790151,501.6157348,513.4456986,538.116235,564.5208442,597.3813897,586.2293608,571.4531295,548.2681436,548.0105383,541.2713241
Libya,LBY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8779.891383,8963.665837,8667.563662,8448.1223,9395.765985,9660.948174,10642.89657,11164.80874,11699.31432,11844.92524,11607.19828,12064.78069,4539.002521,10066.57903,8649.89841,6530.856715,5899.899647,5669.733946,7085.530659,7536.754323
Liechtenstein,LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141200.38,,,,,,,,
Lithuania,LTU,,,,,,,,,,,,,,,,,,,,,,,,,,5316.927209,5633.417665,6145.788503,6652.725924,6624.072004,6926.432984,7439.392676,8006.366456,8922.302948,9614.082553,10527.03613,11488.66155,12914.91902,13391.35517,11534.90689,11953.93844,12963.73945,13642.42983,14271.58656,14899.79301,15346.42295,15939.93467,16850.98694,17708.52804
Luxembourg,LUX,35457.23569,36057.45465,37973.16007,40677.90008,41842.22311,38667.87337,39452.09633,40001.87722,41557.30538,42432.56174,42637.3187,42277.60149,42720.79509,43986.0801,46659.48808,47869.48355,52413.05097,54131.91978,58288.76731,63380.47291,65921.90999,70667.2385,71003.66923,72999.73764,74763.87118,74776.80541,74790.06763,78075.53056,81771.44105,87516.44507,93462.92481,94695.3394,97287.59732,97678.46048,99778.4688,101380.7746,104943.4403,111968.3495,108577.3523,101939.6135,104965.3061,105264.7485,102404.6121,103721.7471,105658.5197,107638.2123,110162.1208,109452.96,110742.316
"Macao SAR, China",MAC,,,,,,,,,,,,,16452.70203,17423.92541,18134.42372,17520.53729,17929.06209,19654.77495,20358.08983,20609.44152,21540.38262,21708.59736,24006.01415,24713.10996,25245.76844,25556.16741,24940.51556,24376.36004,22792.91416,21788.84738,22534.83356,22648.10932,24076.1584,26219.04611,32428.46452,34224.80323,37922.27499,42479.63171,43006.83052,42651.18513,52253.15531,62122.01813,66271.46907,71992.15165,69580.56247,53478.79009,52163.18805,56423.28506,58641.62766
Madagascar,MDG,853.6314612,863.3404435,829.1912235,785.3203011,778.9262499,766.7841466,722.4638863,718.7648677,679.9063411,725.7921796,710.9179764,623.7352529,595.015546,583.3177798,576.4847716,566.7711039,561.7631606,552.6001542,555.5137369,561.9457178,563.0473247,512.3187528,503.2872219,498.6726671,483.4009389,476.7598016,472.0372565,474.2852385,477.5926598,484.3500033,491.8201794,505.572592,428.2200406,456.1356409,465.9872568,473.2483798,482.7091164,498.2329092,516.709609,482.3383941,471.9592116,466.3491788,467.4358012,465.3887399,468.1130008,469.9423432,475.7454692,481.3830835,490.0973122
Malawi,MWI,293.1552141,331.8600796,343.3352542,341.9375709,356.5546512,367.740211,374.9191945,381.5045853,405.9795614,411.3658031,401.4783748,370.6367817,371.0279705,375.0054087,382.2469599,383.019575,362.3489428,346.7639979,337.2533988,325.2599999,331.7510297,353.3548134,324.5489856,355.1107329,317.5902817,367.0016106,386.8445928,392.0448705,396.2212527,396.9165528,392.5245847,363.7551737,361.0435456,372.5312494,383.0941888,385.4608301,392.7599989,418.5882186,437.8954761,460.9246827,478.6685897,487.7306819,482.9237812,493.8183695,507.537975,507.548405,506.2496613,512.6456123,516.7540552
Malaysia,MYS,1915.87155,2058.899198,2200.12169,2400.669034,2539.374428,2498.453719,2718.843963,2855.969358,2968.81811,3165.049771,3317.272678,3463.234057,3583.576902,3718.162254,3908.417851,3767.507672,3708.499185,3788.11691,4042.129903,4280.952859,4536.966836,4838.513975,5134.589451,5503.00115,5861.747779,6277.610967,6731.402966,7041.670939,6360.65557,6588.196719,7007.041504,6890.364148,7112.055595,7374.343049,7720.830429,7974.250853,8255.286044,8605.017517,8850.009221,8559.2345,9040.566251,9372.007539,9743.104797,10061.71544,10524.07074,10912.15135,11243.99591,11728.98029,12120.08326
Maldives,MDV,,,,,,,,,,,,,,,,,,,,,,,,,,4599.637731,4864.558158,5179.967253,5472.508325,5702.728266,5797.604256,5434.599712,5673.456862,6272.393904,6467.481602,5471.701583,6734.426995,7087.653687,7572.795436,6827.648706,7076.662423,7384.849211,7251.676271,7436.061792,7624.767378,7501.54519,7631.471877,7807.703997,8033.325627
Mali,MLI,360.5346503,363.9551185,378.7748284,366.7761119,354.8077452,389.0934231,434.4310849,454.0589249,439.631687,476.5912594,447.3747305,445.0480549,403.6222384,402.4475238,393.486061,465.0296507,470.2868074,463.262356,490.8415993,503.6178802,482.1248216,527.1713189,497.820274,500.2255359,505.3583531,496.6702261,518.09821,529.3005948,554.7485103,570.8169105,554.6524026,621.47664,621.7357637,657.7209174,647.1154938,667.4699804,675.9505663,676.6036395,685.6893854,694.7431505,709.5819646,710.6064193,684.1629502,679.9097219,706.981554,727.4610779,747.0916565,764.1691571,777.8605975
Malta,MLT,3746.281658,3837.581174,4064.988988,4237.031314,4665.426287,5537.173167,6446.551559,7203.833377,7924.94149,8668.023057,9182.301198,9416.89572,9427.615607,9238.741349,9323.858119,9398.341948,9601.702867,9927.7829,10675.12227,11436.3985,12037.56396,12450.57596,12900.84488,13344.94824,13967.8363,14750.55363,15207.56174,15886.33752,16592.41649,17272.86617,18323.65388,18297.1778,18702.99621,19053.02621,19009.40742,19603.29951,19889.19252,20610.06085,21161.64088,20485.55683,21107.36443,21292.86049,21691.2586,22375.04363,23842.2299,25798.46708,26645.85741,27669.36921,28594.30014
Marshall Islands,MHL,,,,,,,,,,,,2263.745755,2270.933641,2505.747193,2483.869304,2220.567464,2636.388962,2749.1173,2834.857649,2681.253659,2668.505984,2608.334266,2746.864557,2877.605396,3023.444065,3256.074487,2916.21081,2732.729943,2715.398346,2677.753182,2696.365317,2842.946863,2895.926339,2791.249694,2764.987375,2788.137937,2781.149045,2843.680585,2645.838039,2680.412383,2876.994997,2846.907046,2770.310737,2862.148109,2823.294823,2855.238464,2877.717171,2977.796566,3066.981044
